,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,PDF_Page
0,BearingPart No.<s>(1)(2)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,L,Rv<s>(1)</s>,Rvv,Sv<s>(1)</s>,Svv,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,94
9,QAP18A304SOSS / QAAP18A304SOSS,3 1/4in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
10,QAP18A080SOSS / QAAP18A080SOSS,80mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
11,QAP18A085SOSS / QAAP18 A085SOSS,85mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
12,QAP18A307SOSS / QAAP18A307SOSS,3 7/16in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
13,QAP18A308SOSS / QAAP18A308SOSS,3 1/2in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
14,QAP18A090SOSS / QAAP18A090SOSS,90mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,238.3 / 9.38,285.8 / 11.25,342.9 / 13.50,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,144
0,BearingPart No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K<s>A</s>,L,M,R<s>A</s>,R<s>AA</s>,S<s>A</s>,S<s>AA</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,145
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,145
2,QAPL08A035S,35mm ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm   1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,145
3,QAPL08A107S,1 7/16in. ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm   1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,145
4,QAPL08A108S,1 1/2in. ,22208,47.8 / 1.88,94.7 / 3.73,60.5 / 2.38,119.1 / 4.69,152.4 / 6.00,174.8 / 6.88,57.2 / 2.25,25.4 / 1.00,12mm   1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,145
5,QAPL09A040S,40mm ,22209,54.1 / 2.13,104.9 / 4.13,66.8 / 2.63,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm   1/2in.,25.4 / 1.00,78.0 / 3.07,47.8 / 1.88,4.8 / 0.19,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,145
6,QAPL09A111S,1 11/16in. ,22209,54.1 / 2.13,104.9 / 4.13,66.8 / 2.63,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm   1/2in.,25.4 / 1.00,78.0 / 3.07,47.8 / 1.88,4.8 / 0.19,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,145
7,QAPL09A112S,1 3/4in. ,22209,54.1 / 2.13,104.9 / 4.13,66.8 / 2.63,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm   1/2in.,25.4 / 1.00,78.0 / 3.07,47.8 / 1.88,4.8 / 0.19,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,145
8,QAPL09A045S,45mm ,22209,54.1 / 2.13,104.9 / 4.13,66.8 / 2.63,133.4 / 5.25,146.1 / 5.75,181.1 / 7.13,60.2 / 2.37,31.8 / 1.25,12mm   1/2in.,25.4 / 1.00,78.0 / 3.07,47.8 / 1.88,4.8 / 0.19,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,145
9,QAPL10A115S / QAAPL10A115S,1 15/16in. ,22210,57.2 / 2.25,122.2 / 4.81,73.2 / 2.88,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,145
10,QAPL10A200S / QAAPL10A200S,2in. ,22210,57.2 / 2.25,122.2 / 4.81,73.2 / 2.88,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,145
11,QAPL10A050S / QAAPL10A050S,50mm ,22210,57.2 / 2.25,122.2 / 4.81,73.2 / 2.88,150.6 / 5.93,161.5 / 6.36,212.9 / 8.38,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,145
12,QAPL11A203S / QAAPL11A203S,2 3/16in. ,22211,63.5 / 2.50,133.4 / 5.25,82.6 / 3.25,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,83.6 / 3.29,50.8 / 2.00,4.1 / 0.16,18.0 / 0.71,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,145
13,QAPL11A204S / QAAPL11A204S,2 1/4in. ,22211,63.5 / 2.50,133.4 / 5.25,82.6 / 3.25,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,83.6 / 3.29,50.8 / 2.00,4.1 / 0.16,18.0 / 0.71,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,145
14,QAPL11A055S / QAAPL11A055S,55mm ,22211,63.5 / 2.50,133.4 / 5.25,82.6 / 3.25,165.1 / 6.50,179.3 / 7.06,225.6 / 8.88,65.5 / 2.58,31.8 / 1.25,16mm  5/8in.,28.7 / 1.13,83.6 / 3.29,50.8 / 2.00,4.1 / 0.16,18.0 / 0.71,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,145
15,QAPL13A060S / QAAPL13A060S,60mm ,,,,,,,,,,mm  in.,,,,,,,,,,,,,,145
16,,,,,,,,,,,,mm  in.,,,,,,,,,,,,,,145
0,BearingPart No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K<s>A</s>,L,M,R<s>A</s>,R<s>AA</s>,S<s>A</s>,S<s>AA</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,146
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,146
2,QAPL15A211S / QAAPL15A211S,2 11/16in. ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
3,QAPL15A212S / QAAPL15A212S,2 3/4in. ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
4,QAPL15A070S / QAAPL15A070S,70mm ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
5,QAPL15A215S / QAAPL15A215S,2 15/16in. ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
6,QAPL15A300S / QAAPL15A300S,3in. ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
7,QAPL15A075S / QAAPL15A075S,75mm ,22215,82.6 / 3.25,167.4 / 6.59,109.0 / 4.29,195.6 / 7.70,213.4 / 8.40,265.2 / 10.44,76.2 / 3.00,35.1 / 1.38,20mm  3/4in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,146
8,QAPL18A303S / QAAPL18A303S,3 3/16in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
9,QAPL18A304S / QAAPL18A304S,3 1/4in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
10,QAPL18A080S / QAAPL18A080S,80mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
11,QAPL18A085S / QAAPL18A085S,85mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
12,QAPL18A307S / QAAPL18A307S,3 7/16in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
13,QAPL18A308S / QAAPL18A308S,3 1/2in. ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
14,QAPL18A090S / QAAPL18A090S,90mm ,22218,95.3 / 3.75,195.3 / 7.69,130.3 / 5.13,235.0 / 9.25,273.1 / 10.75,330.2 / 13.00,86.6 / 3.41,47.8 / 1.88,24mm  7/8in.,36.6 / 1.44,109.2 / 4.30,65.8 / 2.59,6.9 / 0.27,22.6 / 0.89,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,146
15,QAPL20A315S / QAAPL20A315S,3 15/16in. ,22220,108.0,212.9,152.4,255.0,320.0,362.0,94.7,54.1,24mm  in.,41.4,122.9,75.4,6.1,28.2,116.8,150.9,26.8 / ,22220,22220,22220,22220,22220,146
16,QAPL20A400S,4in. ,22220,108.0,212.9,152.4,255.0,320.0,362.0,94.7,54.1,24mm  in.,41.4,122.9,75.4,6.1,28.2,116.8,150.9,26.8 / ,22220,22220,22220,22220,22220,146
0,BearingPart No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K<s>A</s>,L,M,R<s>A</s>,R<s>AA</s>,S<s>A</s>,S<s>AA</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,147
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,147
2,QAPMD08A035S,35mm ,22208,54.1 / 2.13,110.5 / 4.35,60.5 / 2.38,131.6 / 5.18,149.4 / 5.88,184.2 / 7.25,57.2 / 2.25,25.4 / 1.00,12mm   1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,147
3,QAPMD08A107S,1 7/16in. ,22208,54.1 / 2.13,110.5 / 4.35,60.5 / 2.38,131.6 / 5.18,149.4 / 5.88,184.2 / 7.25,57.2 / 2.25,25.4 / 1.00,12mm   1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,147
4,QAPMD08A108S,1 1/2in. ,22208,54.1 / 2.13,110.5 / 4.35,60.5 / 2.38,131.6 / 5.18,149.4 / 5.88,184.2 / 7.25,57.2 / 2.25,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,73.2 / 2.88,44.5 / 1.75,3.3 / 0.13,–,69.9 / 2.75,–,4.1 / 9,22208,22208,22208,22208,22208,147
5,QAPMD09A110S,1 5/8in. ,22209,54.1 / 2.13,113.3 / 4.46,66.8 / 2.63,139.75.5,157.2 / 6.19,189.0 / 7.44,62.0 / 2.44,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.6 / 0.22,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,147
6,QAPMD09A040S,40mm ,22209,54.1 / 2.13,113.3 / 4.46,66.8 / 2.63,139.75.5,157.2 / 6.19,189.0 / 7.44,62.0 / 2.44,25.4 / 1.00,12mm  1/2in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.6 / 0.22,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,147
7,QAPMD09A111S,1 11/16in. ,22209,57.2 / 2.25,116.3 / 4.58,66.8 / 2.63,152.4 / 6.00,169.7 / 6.68,206.2 / 8.12,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.6 / 0.22,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,147
8,QAPMD09A112S,1 3/4in. ,22209,57.2 / 2.25,116.3 / 4.58,66.8 / 2.63,152.4 / 6.00,169.7 / 6.68,206.2 / 8.12,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.6 / 0.22,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,147
9,QAPMD09A045S,45mm ,22209,57.2 / 2.25,116.3 / 4.58,66.8 / 2.63,152.4 / 6.00,169.7 / 6.68,206.2 / 8.12,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,78.7 / 3.10,47.8 / 1.88,5.6 / 0.22,–,73.2 / 2.88,–,4.5 / 10,22209,22209,22209,22209,22209,147
10,QAPMD10A115S / QAAPMD10A115S,1 15/16in. ,22210,63.5 / 2.50,127.0 / 5.00,73.2 / 2.88,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,147
11,QAPMD10A200S / QAAPMD10A200S,2in. ,22210,63.5 / 2.50,127.0 / 5.00,73.2 / 2.88,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,147
12,QAPMD10A050S / QAAPMD10A050S,50mm ,22210,63.5 / 2.50,127.0 / 5.00,73.2 / 2.88,162.1 / 6.38,189.0 / 7.44,225.6 / 8.88,62.0 / 2.44,31.8 / 1.25,16mm  5/8in.,25.4 / 1.00,79.0 / 3.11,47.5 / 1.87,6.1 / 0.24,17.0 / 0.67,72.9 / 2.87,95.3 / 3.75,5.9 / 13,22210,22210,22210,22210,22210,147
13,QAPMD11A203S / QAAPMD11A203S,2 3/16in. ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,17.5 / 0.69,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,147
14,QAPMD11A204S / QAAPMD11A204S,2 1/4in. ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,17.5 / 0.69,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,147
15,QAPMD11A055S / QAAPMD11A055S,55mm ,22211,69.9 / 2.75,139.7 / 5.50,82.6 / 3.25,174.8 / 6.88,201.7 / 7.94,241.3 / 9.50,66.8 / 2.63,38.1 / 1.50,16mm  5/8in.,28.7 / 1.13,84.3 / 3.32,50.8 / 2.00,4.8 / 0.19,17.5 / 0.69,79.5 / 3.13,101.6 / 4.00,7.7 / 17,22211,22211,22211,22211,22211,147
16,,,,,,,,,,,,mm  in.,,,,,,,,,,,,,,147
0,BearingPart No.<s>(1)</s>,Shaft Dia.,Bearing No.,A,B,C,D min.,D max.,F,G,H,J,K<s>A</s>,L,M,R<s>A</s>,R<s>AA</s>,S<s>A</s>,S<s>AA</s>,Wt.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,Bearing No.,148
1,,mmin.,,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmmm  in.in.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,mmin.,kglbs.,,,,,,148
2,QAPMD15A211S / QAAPMD15A211S,2 11/16in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
3,QAPMD15A212S / QAAPMD15A212S,2 3/4in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
4,QAPMD15A070S / QAAPMD15A070S,70mm ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
5,QAPMD15A215S / QAAPMD15A215S,2 15/16in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
6,QAPMD15A300S / QAAPMD15A300S,3in. ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
7,QAPMD15A075S / QAAPMD15A075S,75mm ,22215,88.9 / 3.50,171.5 / 6.75,109.0 / 4.29,215.9 / 8.50,241.3 / 9.50,298.5 / 11.75,76.2 / 3.00,38.1 / 1.50,24mm  7/8in.,31.8 / 1.25,98.3 / 3.87,60.2 / 2.37,6.4 / 0.25,22.1 / 0.87,91.9 / 3.62,120.4 / 4.74,12.7 / 28,22215,22215,22215,22215,22215,148
8,QAPMD18A303S / QAAPMD18A303S,3 3/16in. ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
9,QAPMD18A304S / QAAPMD18A304S,3 1/4in. ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
10,QAPMD18A080S / QAAPMD18A080S,80mm ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
11,QAPMD18A085S / QAAPMD18A085S,85mm ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
12,QAPMD18A307S / QAAPMD18A307S,3 7/16in. ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
13,QAPMD18A308S / QAAPMD18A308S,3 1/2in. ,22218,101.6 / 4.00,201.7 / 7.94,130.3 / 5.13,262.1 / 10.32,295.1 / 11.62,344.9 / 13.58,85.9 / 3.38,28.4 / 1.12,24mm  7/8in.,36.6 / 1.44,108.7 / 4.28,65.8 / 2.59,6.3 / 50.25,22.9 / 0.90,102.4 / 4.03,131.6 / 5.18,20.4 / 45,22218,22218,22218,22218,22218,148
