Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC,Dimension K
LSE108BRHS,1 1/2 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LSE108HR,S01,LSE108BRH,013992025401,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,,
LSE108BXHSKPS,1 1/2 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,1 1/2 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BX,LSE108HX,S01,LSE108BXHKPS,013992025418,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992089571,
LSE108BRHSKPS,1 1/2 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LSE108HR,S01,LSE108BRHKPS,013992025401,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,013992089120,
LSE108BXHSRSS,1 1/2 in,Viton Single Lip ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,1 1/2 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BX,LSE108HX,S01,LSE108BXHRSS,013992025418,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992089625,
LSE108BRHSRSS,1 1/2 in,Viton Single Lip ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LSE108HR,S01,LSE108BRHRSS,013992025401,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,013992089175,
LSE108BXHSHTPS,1 1/2 in,High Temperature Packing ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,1 1/2 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BX,LSE108HX,S01,LSE108BXHHTPS,013992025418,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992089526,
LSE108BRHSHTPS,1 1/2 in,High Temperature Packing ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LSE108HR,S01,LSE108BRHHTPS,013992025401,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,013992089076,
LSE108BXHSATL,1 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,1 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BX,LS1HXTL,S01,,,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.4 in/86 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE108BRHSATL,1 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LS1HRTL,S01,,,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.4 in/86 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,,
LSE108BXHSFS,1 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,,5400 rpm,,1 1/2 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BX,LSE108HX,S01,LSE108BXH,013992025418,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE108BRHSFS,1 1/2 in,Felt Type ,Split Cylindrical Retained Type ,14613 lbf / 65000 N,15287 lbf / 68000 N,719.38 lbf / 3200 N,5400 rpm,,1 1/2 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M12,LSE108BR,LSE108HR,S01,LSE108BRH,013992025401,2.362 in/60 mm,0.9 in/22 mm,5.4 in/138 mm,7.1 in/180 mm,9 in/228 mm,2.4 in/60 mm,3.3 in/84 mm,14613 lbf/65000 N,15287 lbf/68000 N,5400 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",719.38 lbf/3200 N,,
LSE111BXHS,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LSE111HX,S02,LSE111BXH,013992025517,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE111BRHS,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LSE111HR,S02,LSE111BRH,013992025500,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE111BXHSKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LSE111HX,S02,LSE111BXHKPS,013992025517,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091826,
LSE111BRHSKPS,1 11/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LSE111HR,S02,LSE111BRHKPS,013992025500,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992091079,
LSE111BXHSRSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LSE111HX,S02,LSE111BXHRSS,013992025517,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091871,
LSE111BRHSRSS,1 11/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LSE111HR,S02,LSE111BRHRSS,013992025500,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992091123,
LSE111BXHSHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LSE111HX,S02,LSE111BXHHTPS,013992025517,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992091772,
LSE111BRHSHTPS,1 11/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LSE111HR,S02,LSE111BRHHTPS,013992025500,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992091024,
LSE111BXHSATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LS2HXTL,S02,,,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.9 in/98 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE111BRHSATL,1 11/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LS2HRTL,S02,,,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.9 in/98 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE111BXHSFS,1 11/16 in,Felt Type ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 11/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BX,LSE111HX,S02,LSE111BXH,013992025517,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE111BRHSFS,1 11/16 in,Felt Type ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 11/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE111BR,LSE111HR,S02,LSE111BRH,013992025500,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE112BXHS,1 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LSE112HX,S02,LSE112BXH,013992025531,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE112BRHS,1 3/4 in,Felt Type ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LSE112HR,S02,LSE112BRH,013992025524,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE112BXHSKPS,1 3/4 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LSE112HX,S02,LSE112BXHKPS,013992025531,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992093325,
LSE112BRHSKPS,1 3/4 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LSE112HR,S02,LSE112BRHKPS,013992025524,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992092571,
LSE112BXHSRSS,1 3/4 in,Viton Single Lip ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LSE112HX,S02,LSE112BXHRSS,013992025531,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992093370,
LSE112BRHSRSS,1 3/4 in,Viton Single Lip ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LSE112HR,S02,LSE112BRHRSS,013992025524,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992092625,
LSE112BXHSHTPS,1 3/4 in,High Temperature Packing ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LSE112HX,S02,LSE112BXHHTPS,013992025531,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,013992093271,
LSE112BRHSHTPS,1 3/4 in,High Temperature Packing ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LSE112HR,S02,LSE112BRHHTPS,013992025524,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,013992092526,
LSE112BXHSATL,1 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LS2HXTL,S02,,,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.9 in/98 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE112BRHSATL,1 3/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LS2HRTL,S02,,,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.9 in/98 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE112BXHSFS,1 3/4 in,Felt Type ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 3/4 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BX,LSE112HX,S02,LSE112BXH,013992025531,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE112BRHSFS,1 3/4 in,Felt Type ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 3/4 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE112BR,LSE112HR,S02,LSE112BRH,013992025524,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
LSE115BXHS,1 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,,4630 rpm,,1 15/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE115BX,LSE115HX,S02,LSE115BXH,013992025579,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",,,
LSE115BRHS,1 15/16 in,Felt Type ,Split Cylindrical Retained Type ,18659 lbf / 83000 N,19558 lbf / 87000 N,809.30 lbf / 3600 N,4630 rpm,,1 15/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - Standard,2 x M16,LSE115BR,LSE115HR,S02,LSE115BRH,013992025562,2.756 in/70 mm,1 in/25 mm,6.2 in/158 mm,8.4 in/214 mm,10.6 in/270 mm,2.4 in/60 mm,3.8 in/96 mm,18659 lbf/83000 N,19558 lbf/87000 N,4630 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",809.30 lbf/3600 N,,
