Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE207BXHSAFQFS,2 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE207BX,LSE207HX,SAFQ03-2B,013992025890,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE207BXHSAFQAFS,2 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE207BX,LSE207HX,SAFQ03A-2B,013992025890,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE207BXHSAFQA-4BFS,2 7/16 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE207BX,LSE207HX,SAFQ03A-4B,013992025890,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE207BRHSAFQFS,2 7/16 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE207BR,LSE207HR,SAFQ03-2B,013992025883,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE207BRHSAFQAFS,2 7/16 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE207BR,LSE207HR,SAFQ03A-2B,013992025883,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE207BRHSAFQA-4BFS,2 7/16 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 7/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE207BR,LSE207HR,SAFQ03A-4B,013992025883,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQ,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4B,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LSE208HX,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQ,2 1/2 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA,2 1/2 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03A-2B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA-4B,2 1/2 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BR,LSE208HR,SAFQ03A-4B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQAKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4BKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LSE208HX,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQAKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03A-2B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA-4BKPS,2 1/2 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BR,LSE208HR,SAFQ03A-4B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQRSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQARSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4BRSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LSE208HX,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQRSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQARSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03A-2B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA-4BRSS,2 1/2 in,Viton Single Lip ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BR,LSE208HR,SAFQ03A-4B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQAHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4BHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LSE208HX,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQAHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03A-2B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA-4BHTPS,2 1/2 in,High Temperature Packing ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BR,LSE208HR,SAFQ03A-4B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LS3HXTL,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQAATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LS3HXTL,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4BATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LS3HXTL,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LS3HRTL,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQAATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LS3HRTL,SAFQ03A-2B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BRHSAFQA-4BATL,2 1/2 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Aluminium Triple Labyrinth,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BR,LS3HRTL,SAFQ03A-4B,013992025920,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.1 in/104 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BXHSAFQFS,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03-2B,013992025937,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQAFS,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BX,LSE208HX,SAFQ03A-2B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE208BXHSAFQA-4BFS,2 1/2 in,Felt Type ,Split Cylindrical Expansion Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 1/2""",LSE208BX,LSE208HX,SAFQ03A-4B,013992025937,3-1/4 in,7.2 in,9-5/8 in,8-5/8 in,11-1/8 in,3-1/8 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",1-7/8 in
LSE208BRHSAFQFS,2 1/2 in,Felt Type ,Split Cylindrical Retained Type ,23118 lbf / 102700 N,25848 lbf / 115000 N,3940 rpm,,2 1/2 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 5/8""",LSE208BR,LSE208HR,SAFQ03-2B,013992025920,3 in,6.95 in,9-1/2 in,8-21/32 in,11 in,3-1/4 in,4.0 in/102 mm,23118 lbf/102700 N,25848 lbf/115000 N,3940 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
