Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Ca - Axial Load Rating,Maximum Speed,CAD,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing - Housing - Seal,Bearing UPC,Dimension H,Dimension H1,Dimension H2,Dimension J,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Ca - Axial Load Rating,Bearing - Housing - Seal UPC
LSE203BRHSKPS,2 3/16 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 3/16 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BR'],['LSE203HR'],['S03'],['LSE203BRHKPS'],['013992025777'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992099327']
LSE203BXHSRSS,2 3/16 in,Viton Single Lip ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 3/16 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BX'],['LSE203HX'],['S03'],['LSE203BXHRSS'],['013992025784'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992100429']
LSE203BRHSRSS,2 3/16 in,Viton Single Lip ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 3/16 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BR'],['LSE203HR'],['S03'],['LSE203BRHRSS'],['013992025777'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992099372']
LSE203BXHSHTPS,2 3/16 in,High Temperature Packing ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 3/16 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BX'],['LSE203HX'],['S03'],['LSE203BXHHTPS'],['013992025784'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992100320']
LSE203BRHSHTPS,2 3/16 in,High Temperature Packing ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 3/16 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BR'],['LSE203HR'],['S03'],['LSE203BRHHTPS'],['013992025777'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992099273']
LSE203BXHSATL,2 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 3/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BX'],['LS3HXTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE203BRHSATL,2 3/16 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 3/16 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BR'],['LS3HRTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE203BXHSFS,2 3/16 in,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 3/16 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BX'],['LSE203HX'],['S03'],['LSE203BXH'],['013992025784'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE203BRHSFS,2 3/16 in,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 3/16 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE203BR'],['LSE203HR'],['S03'],['LSE203BRH'],['013992025777'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE204BXHS,2 1/4 in,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LSE204HX'],['S03'],['LSE204BXH'],['013992025845'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE204BRHS,2 1/4 in,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LSE204HR'],['S03'],['LSE204BRH'],['013992025838'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE204BXHSKPS,2 1/4 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LSE204HX'],['S03'],['LSE204BXHKPS'],['013992025845'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992102478']
LSE204BRHSKPS,2 1/4 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LSE204HR'],['S03'],['LSE204BRHKPS'],['013992025838'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992101426']
LSE204BXHSRSS,2 1/4 in,Viton Single Lip ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LSE204HX'],['S03'],['LSE204BXHRSS'],['013992025845'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992102522']
LSE204BRHSRSS,2 1/4 in,Viton Single Lip ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LSE204HR'],['S03'],['LSE204BRHRSS'],['013992025838'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992101471']
LSE204BXHSHTPS,2 1/4 in,High Temperature Packing ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LSE204HX'],['S03'],['LSE204BXHHTPS'],['013992025845'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992102423']
LSE204BRHSHTPS,2 1/4 in,High Temperature Packing ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['High Temperature Packing'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LSE204HR'],['S03'],['LSE204BRHHTPS'],['013992025838'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992101372']
LSE204BXHSATL,2 1/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LS3HXTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE204BRHSATL,2 1/4 in,Aluminium Triple Labyrinth ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['Aluminium Triple Labyrinth'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LS3HRTL'],['S03'],,,"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.1 in', '104 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSE204BXHSFS,2 1/4 in,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['2 1/4 in'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BX'],['LSE204HX'],['S03'],['LSE204BXH'],['013992025845'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSE204BRHSFS,2 1/4 in,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['2 1/4 in'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSE204BR'],['LSE204HR'],['S03'],['LSE204BRH'],['013992025838'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSM60BXHS,60 mm,Felt Type ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['60 mm'],['Felt Type'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BX'],['LSM60HX'],['S03'],['LSM60BXH'],['013992030115'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,
LSM60BRHS,60 mm,Felt Type ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['60 mm'],['Felt Type'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BR'],['LSM60HR'],['S03'],['LSM60BRH'],['013992030108'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",
LSM60BXHSKPS,60 mm,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['60 mm'],['Kevlar Packing Seal'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BX'],['LSM60HX'],['S03'],['LSM60BXHKPS'],['013992030115'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992097545']
LSM60BRHSKPS,60 mm,Kevlar Packing Seal ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['60 mm'],['Kevlar Packing Seal'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BR'],['LSM60HR'],['S03'],['LSM60BRHKPS'],['013992030108'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992096494']
LSM60BXHSRSS,60 mm,Viton Single Lip ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['60 mm'],['Viton Single Lip'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BX'],['LSM60HX'],['S03'],['LSM60BXHRSS'],['013992030115'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992097590']
LSM60BRHSRSS,60 mm,Viton Single Lip ,Split Cylindrical Retained Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,1213.95 lbf / 5400 N,3940 rpm,,['60 mm'],['Viton Single Lip'],['Split Cylindrical Retained Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BR'],['LSM60HR'],['S03'],['LSM60BRHRSS'],['013992030108'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']","['1213.95 lbf', '5400 N']",['013992096548']
LSM60BXHSHTPS,60 mm,High Temperature Packing ,Split Cylindrical Expansion Type ,23155 lbf / 103000 N,25853 lbf / 115000 N,,3940 rpm,,['60 mm'],['High Temperature Packing'],['Split Cylindrical Expansion Type'],['Two-Bolt Plummer Block'],['Light Series'],['Split Cylindrical Housed Unit - Standard'],['2 x M16'],['LSM60BX'],['LSM60HX'],['S03'],['LSM60BXHHTPS'],['013992030115'],"['3.15 in', '80 mm']","['1.3 in', '32 mm']","['7.1 in', '180 mm']","['9.2 in', '234 mm']","['11 in', '280 mm']","['2.8 in', '70 mm']","['4.0 in', '102 mm']","['23155 lbf', '103000 N']","['25853 lbf', '115000 N']",['3940 rpm'],"['Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.\n\nPlease review for more options.']",,['013992097491']
