Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension RAA,Dimension SAA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QAAPL18A303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],"['QAAPL18A303SB', 'QAAPL18A303SC', 'QAAPL18A303SEB', 'QAAPL18A303SEC', 'QAAPL18A303SEM', 'QAAPL18A303SEN', 'QAAPL18A303SEO', 'QAAPL18A303SET', 'QAAPL18A303SM', 'QAAPL18A303SN', 'QAAPL18A303SO', 'QAAPL18A303ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450321297', '0883450321303', '0883450321310', '0883450321327', '0883450321334', '0883450321341', '0883450321358', '0883450321365', '0883450321372', '0883450321389', '0883450321396', '0883450321402']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A303S,22218 ,3 3/16 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],"['QAASN18A303SB', 'QAASN18A303SC', 'QAASN18A303SEB', 'QAASN18A303SEC', 'QAASN18A303SEM', 'QAASN18A303SEN', 'QAASN18A303SEO', 'QAASN18A303SET', 'QAASN18A303SM', 'QAASN18A303SN', 'QAASN18A303SO', 'QAASN18A303ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350662', '0883450350679', '0883450350686', '0883450350693', '0883450350709', '0883450350716', '0883450350723', '0883450350730', '0883450350747', '0883450350754', '0883450350761', '0883450350778']","['3.94 in', '100 mm']","['7.87 in', '200 mm']","['5.12 in', '130 mm']","['10.98 in', '279 mm']","['11.5 in', '292 mm']","['13.58 in', '345 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.75 in', '20 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A303S,22218 ,3 3/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP18A304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],"['QAAP18A304SB', 'QAAP18A304SC', 'QAAP18A304SEB', 'QAAP18A304SEC', 'QAAP18A304SEM', 'QAAP18A304SEN', 'QAAP18A304SEO', 'QAAP18A304SET', 'QAAP18A304SM', 'QAAP18A304SN', 'QAAP18A304SO', 'QAAP18A304ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450319614', '0883450319621', '0883450319638', '0883450319645', '0883450319652', '0883450319669', '0883450319676', '0883450319683', '0883450319690', '0883450319706', '0883450319713', '0883450319720']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],"['QAAPL18A304SB', 'QAAPL18A304SC', 'QAAPL18A304SEB', 'QAAPL18A304SEC', 'QAAPL18A304SEM', 'QAAPL18A304SEN', 'QAAPL18A304SEO', 'QAAPL18A304SET', 'QAAPL18A304SM', 'QAAPL18A304SN', 'QAAPL18A304SO', 'QAAPL18A304ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450321419', '0883450321426', '0883450321433', '0883450321440', '0883450321457', '0883450321464', '0883450321471', '0883450321488', '0883450321495', '0883450321501', '0883450321518', '0883450321525']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A304S,22218 ,3 1/4 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],"['QAASN18A304SB', 'QAASN18A304SC', 'QAASN18A304SEB', 'QAASN18A304SEC', 'QAASN18A304SEM', 'QAASN18A304SEN', 'QAASN18A304SEO', 'QAASN18A304SET', 'QAASN18A304SM', 'QAASN18A304SN', 'QAASN18A304SO', 'QAASN18A304ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350785', '0883450350792', '0883450350808', '0883450350815', '0883450350822', '0883450350839', '0883450350846', '0883450350853', '0883450350860', '0883450350877', '0883450350884', '0883450350891']","['3.94 in', '100 mm']","['7.87 in', '200 mm']","['5.12 in', '130 mm']","['10.98 in', '279 mm']","['11.5 in', '292 mm']","['13.58 in', '345 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.75 in', '20 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A304S,22218 ,3 1/4 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP18A307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 7/16 in'],['Imperial'],"['QAAP18A307SB', 'QAAP18A307SBNP', 'QAAP18A307SC', 'QAAP18A307SEB', 'QAAP18A307SEBNP', 'QAAP18A307SEC', 'QAAP18A307SEM', 'QAAP18A307SEN', 'QAAP18A307SEO', 'QAAP18A307SET', 'QAAP18A307SM', 'QAAP18A307SN', 'QAAP18A307SO', 'QAAP18A307ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026406', '0883450026413', '0883450026437', '0883450026444', '0883450026451', '0883450026468', '0883450026475', '0883450026482', '0883450188258', '0883450188418', '0883450265751', '0883450265911', '0883450963725', '0883450963732']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 7/16 in'],['Imperial'],"['QAAPL18A307SB', 'QAAPL18A307SC', 'QAAPL18A307SEB', 'QAAPL18A307SEC', 'QAAPL18A307SEM', 'QAAPL18A307SEN', 'QAAPL18A307SEO', 'QAAPL18A307SET', 'QAAPL18A307SM', 'QAAPL18A307SN', 'QAAPL18A307SO', 'QAAPL18A307ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029308', '0883450029315', '0883450029339', '0883450029346', '0883450029353', '0883450029360', '0883450029377', '0883450029384', '0883450188890', '0883450189057', '0883450266390', '0883450266550']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A307S,22218 ,3 7/16 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 7/16 in'],['Imperial'],"['QAASN18A307SB', 'QAASN18A307SC', 'QAASN18A307SEB', 'QAASN18A307SEC', 'QAASN18A307SEM', 'QAASN18A307SEN', 'QAASN18A307SEO', 'QAASN18A307SET', 'QAASN18A307SM', 'QAASN18A307SN', 'QAASN18A307SO', 'QAASN18A307ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450350907', '0883450350914', '0883450350921', '0883450350938', '0883450350945', '0883450350952', '0883450350969', '0883450350976', '0883450350983', '0883450350990', '0883450351003', '0883450351010']","['4.41 in', '112 mm']","['8.35 in', '212 mm']","['5.12 in', '130 mm']","['11.42 in', '290 mm']","['12.87 in', '327 mm']","['14.96 in', '380 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.875 in', '24 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A307S,22218 ,3 7/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 7/16 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAAP18A308SB', 'QAAP18A308SC', 'QAAP18A308SEB', 'QAAP18A308SEC', 'QAAP18A308SEM', 'QAAP18A308SEN', 'QAAP18A308SEO', 'QAAP18A308SET', 'QAAP18A308SM', 'QAAP18A308SN', 'QAAP18A308SO', 'QAAP18A308ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026505', '0883450026512', '0883450026536', '0883450026543', '0883450026550', '0883450026567', '0883450026574', '0883450026581', '0883450188265', '0883450188425', '0883450265768', '0883450265928']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.38 in', '238.3 mm']","['11.25 in', '285.8 mm']","['13.5 in', '342.9 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPL18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAAPL18A308SB', 'QAAPL18A308SC', 'QAAPL18A308SEB', 'QAAPL18A308SEC', 'QAAPL18A308SEM', 'QAAPL18A308SEN', 'QAAPL18A308SEO', 'QAAPL18A308SET', 'QAAPL18A308SM', 'QAAPL18A308SN', 'QAAPL18A308SO', 'QAAPL18A308ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029407', '0883450029414', '0883450029438', '0883450029445', '0883450029452', '0883450029469', '0883450029476', '0883450029483', '0883450188906', '0883450189064', '0883450266406', '0883450266567']","['3.75 in', '95.3 mm']","['7.69 in', '195.3 mm']","['5.13 in', '130.3 mm']","['9.25 in', '235 mm']","['10.75 in', '273.1 mm']","['13 in', '330.2 mm']","['3.41 in', '86.6 mm']","['1.88 in', '47.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAASN18A308S,22218 ,3 1/2 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],"['QAASN18A308SB', 'QAASN18A308SC', 'QAASN18A308SEB', 'QAASN18A308SEC', 'QAASN18A308SEM', 'QAASN18A308SEN', 'QAASN18A308SEO', 'QAASN18A308SET', 'QAASN18A308SM', 'QAASN18A308SN', 'QAASN18A308SO', 'QAASN18A308ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450351027', '0883450351034', '0883450351041', '0883450351058', '0883450351065', '0883450351072', '0883450351089', '0883450351096', '0883450351102', '0883450351119', '0883450351126', '0883450351133']","['4.41 in', '112 mm']","['8.35 in', '212 mm']","['5.12 in', '130 mm']","['11.42 in', '290 mm']","['12.87 in', '327 mm']","['14.96 in', '380 mm']","['3.39 in', '86 mm']","['1.54 in', '39 mm']","['0.875 in', '24 mm']","['4.29 in', '109 mm']","['2.59 in', '65.8 mm']","['0.91 in', '23 mm']","['5.2 in', '132 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAPMD18A308S,22218 ,3 1/2 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/2 in'],['Imperial'],,['Double Concentric'],['Two-Bolt Pillow Block'],,"['4 in', '101.6 mm']","['7.9 in', '200.7 mm']","['5.13 in', '130.3 mm']","['10.32 in', '262.1 mm']","['11.62 in', '295.1 mm']","['14 in', '355.6 mm']","['3.41 in', '86.6 mm']","['2 in', '50.8 mm']","['0.875 in', '24 mm']","['4.3 in', '109.2 mm']","['2.59 in', '65.8 mm']","['0.89 in', '22.6 mm']","['5.18 in', '131.6 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']"
QAAP20A311S,22220 ,3 11/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 11/16 in'],['Imperial'],['QAAP20A312ST'],['Double Concentric'],['Two-Bolt Pillow Block'],,"['4.13 in', '104.9 mm']","['8.26 in', '209.8 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2 in', '50.8 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAP20A312S,22220 ,3 3/4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 3/4 in'],['Imperial'],['QAAP20A312ST'],['Double Concentric'],['Two-Bolt Pillow Block'],['883450805438'],"['4.13 in', '104.9 mm']","['8.26 in', '209.8 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2 in', '50.8 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAP20A315S,22220 ,3 15/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],"['QAAP20A315SB', 'QAAP20A315SC', 'QAAP20A315SEB', 'QAAP20A315SEC', 'QAAP20A315SEM', 'QAAP20A315SEN', 'QAAP20A315SEO', 'QAAP20A315SET', 'QAAP20A315SM', 'QAAP20A315SN', 'QAAP20A315SO', 'QAAP20A315ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450026604', '0883450026611', '0883450026635', '0883450026642', '0883450026659', '0883450026666', '0883450026673', '0883450026680', '0883450188289', '0883450188449', '0883450265782', '0883450265942']","['4.13 in', '104.9 mm']","['8.26 in', '209.8 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2 in', '50.8 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
QAAPL20A315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,['Mounted Bearing'],['22220'],['3 15/16 in'],['Imperial'],"['QAAPL20A315SB', 'QAAPL20A315SC', 'QAAPL20A315SEB', 'QAAPL20A315SEC', 'QAAPL20A315SEM', 'QAAPL20A315SEN', 'QAAPL20A315SEO', 'QAAPL20A315SET', 'QAAPL20A315SM', 'QAAPL20A315SN', 'QAAPL20A315SO', 'QAAPL20A315ST']",['Double Concentric'],['Two-Bolt Pillow Block'],"['0883450029506', '0883450029513', '0883450029537', '0883450029544', '0883450029551', '0883450029568', '0883450029575', '0883450029582', '0883450188920', '0883450189088', '0883450266420', '0883450266581']","['4.25 in', '108 mm']","['8.38 in', '212.9 mm']","['6 in', '152.4 mm']","['10.04 in', '255 mm']","['12.6 in', '320 mm']","['14.25 in', '362 mm']","['3.73 in', '94.7 mm']","['2.13 in', '54.1 mm']","['1 in', '24 mm']","['4.84 in', '122.9 mm']","['2.97 in', '75.4 mm']","['1.11 in', '28.2 mm']","['5.94 in', '150.9 mm']","['113000 lbf', '502000 N']","['97700 lbf', '435000 N']",['0.24'],['2.85'],['4.24'],['1200 rpm'],['2000 rpm'],['900 rpm'],['1200 rpm'],['1600 rpm'],['900 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0030'],['0.0047'],"['0.0030 in', '0.075 mm']","['0.0047 in', '0.120 mm']"
