Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Dimension d1,Dimension B1,Dimension S1,Dimension T,Static Load Rating,Dynamic Load Rating,Dimension A1
VAS 30,30 mm,39.7 mm / 1.563 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,30 mm,Ball Bearing,GRAE30RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 30,42.86 mm/1.687 in,157.2 mm/6.189 in,39.7 mm/1.563 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,83.3 mm/3.28 in,44.1 mm/1.736 in,35.7 mm/1.406 in,26.71 mm/1.052 in,19.9 mm/0.783 in,11300 N/2530 lbf,21600 N/4850 lbf,
RAK 30,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GE30KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 30,36.68 mm/1.444 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.1 mm/1.736 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
TAK 30,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GE30KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK 30,36.68 mm/1.444 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.7 mm/3.217 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
RAS 30,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GE30KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 30,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,44.1 mm/1.736 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
TAS 30,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GE30KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS 30,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,44.4 mm/1.748 in,48.4 mm/1.906 in,30.1 mm/1.185 in,21.5 mm/0.846 in,11300 N/2530 lbf,21600 N/4850 lbf,
PBS 30,30 mm,30.2 mm / 1.188 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,30 mm,Ball Bearing,RAE30RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 30,42.9 mm/1.688 in,158.8 mm/6 1/4 in,30.2 mm/1.188 in,119.1 mm/4.688 in,14.3 mm/0.563 in,22.2 mm/0.875 in,3.4 mm/0.134 in,84.9 mm/3.344 in,44.1 mm/1.736 in,35.7 mm/1.406 in,26.71 mm/1.052 in,,11300 N/2530 lbf,21600 N/4850 lbf,2.64 mm/0.104 in
PB 30,30 mm,31.8 mm / 1.25 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,30 mm,Ball Bearing,RAE30RRB,Shroud Seal,Two-Bolt Pillow Block,PB 30,33.3 mm/1.313 in,123.8 mm/4.875 in,31.8 mm/1.25 in,,10.3 mm/0.406 in,,3.68 mm/0.145 in,66.7 mm/2.625 in,44.1 mm/1.736 in,35.7 mm/1.406 in,26.71 mm/1.052 in,19 mm/0.75 in,11300 N/2530 lbf,21600 N/4850 lbf,
VAK 35,35 mm,45.2 mm / 1.78 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,35 mm,Ball Bearing,GRAE35RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 35,46.04 mm/1.813 in,166.7 mm/6.563 in,45.2 mm/1.78 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,92.1 mm/3.626 in,54 mm/2.126 in,38.9 mm/1.531 in,29.4 mm/1.157 in,22.6 mm/0.890 in,15300 N/3440 lbf,28500 N/6400 lbf,
VAS 35,35 mm,45.2 mm / 1.78 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,35 mm,Ball Bearing,GRAE35RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 35,47.62 mm/1.875 in,166.7 mm/6.563 in,45.2 mm/1.78 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,93.7 mm/3.689 in,54 mm/2.126 in,38.9 mm/1.531 in,29.4 mm/1.157 in,22.6 mm/0.890 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAK 35,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GE35KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 35,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
RAS 35,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GE35KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 35,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,54 mm/2.126 in,51.2 mm/2.016 in,32.35 mm/1.274 in,23.4 mm/0.921 in,15300 N/3440 lbf,28500 N/6400 lbf,
PBS 35,35 mm,34.9 mm / 1.375 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Light-Duty,35 mm,Ball Bearing,RAE35RRB,Shroud Seal,Two-Bolt Pillow Block,PBS 35,47.6 mm/1.875 in,165.1 mm/6-1/2 in,34.9 mm/1.375 in,127 mm/5 in,14.3 mm/0.563 in,22.2 mm/0.875 in,3.8 mm/0.149 in,94.5 mm/3.719 in,54 mm/2.126 in,38.9 mm/1.531 in,29.4 mm/1.157 in,,15300 N/3440 lbf,28500 N/6400 lbf,2.64 mm/0.104 in
VAK 40,40 mm,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,40 mm,Ball Bearing,GRAE40RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 40,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,60.3 mm/2.374 in,43.7 mm/1.72 in,32.7 mm/1.287 in,23.8 mm/0.937 in,19800 N/4460 lbf,36200 N/8130 lbf,
VAS 40,40 mm,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,40 mm,Ball Bearing,GRAE40RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 40,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,60.3 mm/2.374 in,43.7 mm/1.72 in,32.7 mm/1.287 in,23.8 mm/0.937 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAK 40,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GE40KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 40,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
TAK 40,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GE40KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK 40,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
RAS 40,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GE40KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 40,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
TAS 40,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GE40KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS 40,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,60.3 mm/2.374 in,56.4 mm/2.22 in,35 mm/1.378 in,25.8 mm/1.016 in,19800 N/4460 lbf,36200 N/8130 lbf,
VAK 45,45 mm,50.8 mm / 2 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,45 mm,Ball Bearing,GRAE45RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 45,52.39 mm/2.063 in,191.3 mm/7.531 in,50.8 mm/2 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,17.5 mm,104.8 mm/4.126 in,63.5 mm/2.5 in,43.7 mm/1.72 in,32.7 mm/1.287 in,25.4 mm/1.000 in,20500 N/4600 lbf,36300 N/8160 lbf,
VAS 45,45 mm,50.8 mm / 2 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,45 mm,Ball Bearing,GRAE45RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 45,53.98 mm/2.125 in,191.3 mm/7.531 in,50.8 mm/2 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,19 mm,106.4 mm/4.189 in,63.5 mm/2.5 in,43.7 mm/1.72 in,32.7 mm/1.287 in,25.4 mm/1.000 in,20500 N/4600 lbf,36300 N/8160 lbf,
RAS 45,45 mm,52.4 mm / 2.063 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,45 mm,Ball Bearing,GE45KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 45,53.98 mm/2.125 in,191.3 mm/7.531 in,52.4 mm/2.063 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,19.1 mm,106.4 mm/4.189 in,63.5 mm/2.5 in,56.4 mm/2.22 in,35 mm/1.378 in,26.2 mm/1.031 in,20500 N/4600 lbf,36300 N/8160 lbf,
VAK 50,50 mm,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,50 mm,Ball Bearing,GRAE50RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 50,55.56 mm/2.187 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,17.5 mm/0.689 in,23.8 mm/0.937 in,17.5 mm,112.7 mm/4.437 in,69.9 mm/2.752 in,43.7 mm/1.72 in,32.7 mm/1.287 in,27.8 mm/1.094 in,23200 N/5210 lbf,38900 N/8740 lbf,
VAS 50,50 mm,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,50 mm,Ball Bearing,GRAE50RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 50,57.15 mm/2.25 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,114.3 mm/4.5 in,69.9 mm/2.752 in,43.7 mm/1.72 in,32.7 mm/1.287 in,27.8 mm/1.094 in,23200 N/5210 lbf,38900 N/8740 lbf,
TAK 50,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GE50KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAK 50,55.56 mm/2.187 in,200 mm/7.874 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,17.7 mm,112.7 mm/4.437 in,69.9 mm/2.752 in,62.7 mm/2.469 in,38.1 mm/1.5 in,29 mm/1.142 in,23200 N/5210 lbf,38900 N/8740 lbf,
RAS 50,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GE50KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 50,57.15 mm/2.25 in,200 mm/7.874 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,19.1 mm,114.3 mm/4.5 in,69.9 mm/2.752 in,62.7 mm/2.469 in,38.1 mm/1.5 in,29 mm/1.142 in,23200 N/5210 lbf,38900 N/8740 lbf,
TAS 50,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Tri-Ply Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GE50KPPB3,Tri-Ply Seal,Two-Bolt Pillow Block,TAS 50,57.15 mm/2.25 in,200 mm/7.874 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,19.1 mm,114.3 mm/4.5 in,69.9 mm/2.752 in,62.7 mm/2.469 in,38.1 mm/1.5 in,29 mm/1.142 in,23200 N/5210 lbf,38900 N/8740 lbf,
RAKH 50,50 mm,73 mm / 2.874 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GE50KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH 50,63.5 mm/2.5 in,241.3 mm/9.5 in,73 mm/2.874 in,171.4 mm/6.748 in,17.5 mm/0.689 in,36.5 mm/1.437 in,22.2 mm/0.874 in,122.2 mm/4.811 in,69.9 mm/2.752 in,62.7 mm/2.469 in,38.1 mm/1.5 in,36.5 mm/1.437 in,23200 N/5210 lbf,38900 N/8740 lbf,
VAK 55,55 mm,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,55 mm,Ball Bearing,GRAE55RRB,Molded Shroud,Two-Bolt Pillow Block,VAK 55,61.91 mm/2.437 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19 mm,124.6 mm/4.906 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
VAS 55,55 mm,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Molded Shroud ,Two-Bolt Pillow Block ,,Standard,55 mm,Ball Bearing,GRAE55RRB,Molded Shroud,Two-Bolt Pillow Block,VAS 55,63.5 mm/2.5 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,126.2 mm/4.969 in,76.2 mm/3 in,48.4 mm/1.906 in,36.41 mm/1.433 in,29.4 mm/1.157 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAKH 55,55 mm,79.4 mm / 3.126 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GE55KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH 55,69.85 mm/2.75 in,260.4 mm/10.252 in,79.4 mm/3.126 in,184.2 mm/7.252 in,20.6 mm/0.811 in,36.5 mm/1.437 in,27 mm,136.5 mm/5.374 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,39.7 mm/1.563 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAS 55,55 mm,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GE55KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 55,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,76.2 mm/3 in,71.4 mm/2.811 in,43.6 mm/1.717 in,30.2 mm/1.189 in,29200 N/6570 lbf,48100 N/10800 lbf,
RAK 60,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GE60KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 60,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAS 60,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GE60KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 60,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,30.2 mm/1.189 in,35900 N/8080 lbf,58200 N/13100 lbf,
RSA 60,60 mm,79.4 mm / 3.126 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GE60KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 60,79.38 mm/3-1/8 in,288.9 mm/11.374 in,79.4 mm/3.126 in,228.6 mm/9 in,22.2 mm/0.874 in,28.6 mm/1.126 in,28.6 mm,149.2 mm/5.874 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,39.7 mm/1.563 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAKH 60,60 mm,82.6 mm / 3.252 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GE60KRRB,Shroud Seal,Two-Bolt Pillow Block,RAKH 60,76.2 mm/3 in,285.8 mm/11.252 in,82.6 mm/3.252 in,203.2 mm/8 in,20.6 mm/0.811 in,41.3 mm/1.626 in,27 mm/1.063 in,150.8 mm/5.937 in,84.1 mm/3.311 in,77.8 mm/3.063 in,46.8 mm/1.843 in,41.3 mm/1.626 in,35900 N/8080 lbf,58200 N/13100 lbf,
RAK 70,70 mm,73 mm / 2.874 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,70 mm,Ball Bearing,GE70KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 70,76.2 mm/3 in,266.7 mm/10-1/2 in,73 mm/2.874 in,203.2 mm/8 in,20.6 mm/0.811 in,34.9 mm/1.374 in,33.3 mm,154 mm/6.063 in,96.8 mm/3.811 in,85.6 mm/3.372 in,45.3 mm/1.783 in,36.5 mm/1.437 in,44000 N/9890 lbf,69000 N/15500 lbf,
RSA 70,70 mm,88.9 mm / 3.5 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,70 mm,Ball Bearing,GE70KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 70,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,260.4 mm/10.252 in,22.2 mm/0.874 in,34.9 mm/1.374 in,33.3 mm,173 mm/6.811 in,96.8 mm/3.811 in,85.6 mm/3.372 in,45.3 mm/1.783 in,44.5 mm/1.752 in,44000 N/9890 lbf,69000 N/15500 lbf,
RAK 75,75 mm,82.6 mm / 3.252 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 75,84.14 mm/3.313 in,304.8 mm/12 in,82.6 mm/3.252 in,241.3 mm/9.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,163.5 mm/6.437 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,41.3 mm/1.626 in,44800 N/10100 lbf,68900 N/15500 lbf,
RAS 75,75 mm,69.9 mm / 2.752 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 75,82.55 mm/3.25 in,269.9 mm/10.626 in,69.9 mm/2.752 in,215.9 mm/8.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,25.4 mm,164.3 mm/6.469 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,35 mm/1.378 in,44800 N/10100 lbf,68900 N/15500 lbf,
RSA 75,75 mm,88.9 mm / 3.5 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 75,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,206.4 mm/8.126 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,177.8 mm/7 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,44.5 mm/1.752 in,44800 N/10100 lbf,68900 N/15500 lbf,
RAK 75,75 mm,82.6 mm / 3.252 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 75,84.14 mm/3.313 in,304.8 mm/12 in,82.6 mm/3.252 in,241.3 mm/9.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,163.5 mm/6.437 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,41.3 mm/1.626 in,44800 N/10100 lbf,68900 N/15500 lbf,
RAS 75,75 mm,69.9 mm / 2.752 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 75,82.55 mm/3.25 in,269.9 mm/10.626 in,69.9 mm/2.752 in,215.9 mm/8.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,25.4 mm,164.3 mm/6.469 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,35 mm/1.378 in,44800 N/10100 lbf,68900 N/15500 lbf,
RSA 75,75 mm,88.9 mm / 3.5 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RSA 75,95.25 mm/3.75 in,320.7 mm/12.626 in,88.9 mm/3.5 in,206.4 mm/8.126 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,177.8 mm/7 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,44.5 mm/1.752 in,44800 N/10100 lbf,68900 N/15500 lbf,
RAK 75,75 mm,82.6 mm / 3.252 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAK 75,84.14 mm/3.313 in,304.8 mm/12 in,82.6 mm/3.252 in,241.3 mm/9.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,38.1 mm,163.5 mm/6.437 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,41.3 mm/1.626 in,44800 N/10100 lbf,68900 N/15500 lbf,
RAS 75,75 mm,69.9 mm / 2.752 in,44800 N / 10100 lbf,68900 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,75 mm,Ball Bearing,GE75KRRB,Shroud Seal,Two-Bolt Pillow Block,RAS 75,82.55 mm/3.25 in,269.9 mm/10.626 in,69.9 mm/2.752 in,215.9 mm/8.5 in,22.2 mm/0.874 in,31.8 mm/1.252 in,25.4 mm,164.3 mm/6.469 in,101.6 mm/4 in,92.1 mm/3.6260 in,54.8 mm/2.157 in,35 mm/1.378 in,44800 N/10100 lbf,68900 N/15500 lbf,
